longitude,latitude
-74.3034265,-0.8945375
-74.2949207,-0.8942586
-74.2899253,-0.8937608
-74.2876765,-0.8938005
-74.2855855,-0.8940848
-74.2835105,-0.8950943
-74.2821501,-0.8961005
-74.2805655,-0.8974747
-74.2793338,-0.8990613
-74.2769348,-0.9040818
-74.2740616,-0.9101053
-74.2720596,-0.9165847
-74.2713773,-0.9228967
-74.270887,-0.9303619
-74.2659411,-0.9366719
-74.2621762,-0.9411483
-74.2623479,-0.9468124
-74.2646866,-0.9535492
-74.2659413,-0.9547131
-74.270931,-0.9593419
-74.2739608,-0.9635481
-74.2754306,-0.9670506
-74.2760079,-0.971039
-74.2754961,-0.9740233
-74.2744039,-0.9764895
-74.2725821,-0.9788034
-74.2659421,-0.9833528
-74.2589147,-0.9871471
-74.2516412,-0.9904476
-74.2355574,-0.9977459
-74.225269,-1.0084299
-74.2144544,-1.0106611
-74.1860649,-1.0106504
-74.1727297,-1.0057373
-74.1350376,-1.0223116
-74.1260809,-1.0326948
-74.1051059,-1.0391202
-74.0802152,-1.0485922
-74.0649373,-1.0535695
-74.0568692,-1.0521964
-74.043823,-1.0441297
-74.0375354,-1.0352049
-74.0359047,-1.0307643
-74.0382977,-1.0206376
-74.0291887,-1.0030447
-74.0180737,-1.0056837
-74.0131706,-1.0167756
-74.0138318,-1.0212731
-74.0177733,-1.0307101
-74.0218503,-1.0417268
-74.0241779,-1.0470299
-74.0247685,-1.0525397
-74.0261674,-1.0570475
-74.0268293,-1.0614957
-74.0257686,-1.0654214
-74.0206594,-1.0757422
-74.0137822,-1.0873809
-74.0060574,-1.0988801
-73.9954144,-1.1060885
-73.9858014,-1.1071183
-73.97842,-1.1064318
-73.9760167,-1.1002531
-73.9744075,-1.090835
-73.9647943,-1.0817705
-73.9567906,-1.0856646
-73.9537007,-1.090127
-73.9498918,-1.0977963
-73.955578,-1.1048547
-73.9645154,-1.1138119
-73.9665753,-1.1208486
-73.9627988,-1.1270273
-73.9581639,-1.1311463
-73.9493233,-1.1331844
-73.9329723,-1.1316075
-73.922179,-1.1199899
-73.9120725,-1.1164613
-73.9039401,-1.1243029
-73.9010863,-1.1386879
-73.895207,-1.153823
-73.8970525,-1.1604946
-73.8953466,-1.1693226
-73.8865811,-1.1810896
-73.8771398,-1.1920736
-73.8706166,-1.1979088
-73.8671834,-1.2087211
-73.8671834,-1.216959
-73.8668401,-1.2238239
-73.8613469,-1.2293158
-73.8529355,-1.2336063
-73.8371427,-1.2365239
-73.8237531,-1.2382401
-73.8125951,-1.247336
-73.8102457,-1.2494812
-73.8019521,-1.2497387
-73.794914,-1.245105
-73.7892491,-1.2389266
-73.7830693,-1.2394415
-73.7795394,-1.2451157
-73.7810844,-1.2519805
-73.7836595,-1.2580409
-73.7762029,-1.2605508
-73.7701947,-1.2615805
-73.7629849,-1.2581481
-73.7595517,-1.2524846
-73.7550885,-1.2370388
-73.7540585,-1.2284577
-73.7535436,-1.2171306
-73.751827,-1.2044305
-73.750282,-1.2013413
-73.7439305,-1.2004832
-73.7429006,-1.2020278
-73.7432439,-1.2114671
-73.7420423,-1.2236523
-73.7403256,-1.2384117
-73.7343175,-1.2430455
-73.7269361,-1.2483658
-73.7198979,-1.250082
-73.7109715,-1.2516265
-73.7027426,-1.2471214
-73.6936337,-1.2471644
-73.6876256,-1.2427023
-73.6828191,-1.240128
-73.6739249,-1.2406215
-73.6652881,-1.2479691
-73.6576921,-1.2605402
-73.6484868,-1.267244
-73.6409337,-1.2689601
-73.629625,-1.2695501
-73.6220185,-1.263318
-73.6194009,-1.2637793
-73.6177594,-1.2710196
-73.6174161,-1.2804586
-73.6151845,-1.2929867
-73.6156137,-1.3042384
-73.6110646,-1.3187293
-73.6046165,-1.3245106
-73.5961301,-1.3288546
-73.5841026,-1.3269131
-73.5764532,-1.3187504
-73.5723444,-1.3184825
-73.5687395,-1.3217432
-73.5671084,-1.3287793
-73.5736424,-1.3352043
-73.5804982,-1.3406957
-73.5779343,-1.3615467
-73.5645662,-1.3737848
-73.5547919,-1.3905495
-73.5520453,-1.398272
-73.5520131,-1.4064234
-73.5523776,-1.4169346
-73.5575275,-1.4200236
-73.5651879,-1.4207423
-73.5765607,-1.4132878
-73.5798649,-1.4161838
-73.5803369,-1.4222867
-73.5798867,-1.4282285
-73.5751987,-1.4302876
-73.5420666,-1.4296978
-73.5360486,-1.4323363
-73.5312421,-1.4374845
-73.5307602,-1.4578981
-73.5306307,-1.4622707
-73.5245919,-1.4732745
-73.5096233,-1.483374
-73.5000633,-1.4850258
-73.4908697,-1.4836246
-73.4869427,-1.493256
-73.4874253,-1.5008924
-73.4896403,-1.5028099
-73.4962018,-1.5098482
-73.4933478,-1.5180958
-73.486063,-1.5203158
-73.4778554,-1.5234582
-73.4792716,-1.5325318
-73.4802284,-1.5347653
-73.4831769,-1.5416478
-73.4818036,-1.5476537
-73.481788,-1.5528896
-73.4817712,-1.5585605
-73.490333,-1.5708089
-73.48543,-1.5762569
-73.4759242,-1.5773831
-73.4713222,-1.569951
-73.4642087,-1.5666473
-73.4572667,-1.5753451
-73.4581844,-1.5775338
-73.4629958,-1.5890085
-73.4720402,-1.5979638
-73.4966094,-1.6154879
-73.5102994,-1.6301911
-73.5163075,-1.6399718
-73.5163075,-1.6482082
-73.5151701,-1.6592864
-73.5202558,-1.6701716
-73.5266072,-1.6748045
-73.5365528,-1.6826974
-73.5406835,-1.6909337
-73.5386022,-1.7006498
-73.5315854,-1.7080923
-73.5214574,-1.7147841
-73.5102994,-1.7192453
-73.5049888,-1.7213255
-73.495818,-1.7311453
-73.491245,-1.7324572
-73.480087,-1.7328004
-73.4639508,-1.7353741
-73.4543378,-1.7418943
-73.4347684,-1.7652293
-73.4347684,-1.7667735
-73.4320218,-1.7751809
-73.4326548,-1.7874277
-73.427816,-1.7905051
-73.4201772,-1.7889072
-73.4110791,-1.7856472
-73.4011228,-1.7794704
-73.3867032,-1.7720925
-73.3774335,-1.7758672
-73.3702237,-1.7832451
-73.3630139,-1.7916524
-73.3523709,-1.7980008
-73.3449688,-1.7981077
-73.3347228,-1.8018719
-73.3314934,-1.8082097
-73.3286608,-1.8119952
-73.3267294,-1.8154373
-73.3257314,-1.8190403
-73.3240468,-1.8218498
-73.3209569,-1.8256244
-73.3151204,-1.8275117
-73.3092839,-1.8280265
-73.3037908,-1.8263107
-73.3010442,-1.8221929
-73.3007009,-1.8184183
-73.3008135,-1.8140222
-73.3040324,-1.8105471
-73.3079106,-1.8043491
-73.3101422,-1.7969713
-73.3101422,-1.7902798
-73.3073956,-1.7829019
-73.2999391,-1.7774756
-73.2928044,-1.7760388
-73.2873113,-1.7768967
-73.2792432,-1.7799851
-73.2728917,-1.7829019
-73.2661969,-1.7834167
-73.2521206,-1.7803496
-73.2466275,-1.7823872
-73.2435376,-1.7865051
-73.2431943,-1.7904514
-73.2461125,-1.7940545
-73.2541806,-1.796285
-73.2586438,-1.7985155
-73.2560689,-1.806408
-73.2504041,-1.8074375
-73.2426793,-1.8057217
-73.2354695,-1.8026333
-73.231178,-1.7945692
-73.2299764,-1.7877061
-73.231178,-1.7715777
-73.231693,-1.7621408
-73.2261998,-1.749787
-73.2177884,-1.748586
-73.213103,-1.751396
-73.2117803,-1.7521892
-73.2069737,-1.7617977
-73.2014806,-1.7732935
-73.198219,-1.7810146
-73.1944425,-1.788564
-73.1846578,-1.7945692
-73.1724698,-1.800746
-73.1582219,-1.8021186
-73.1503255,-1.8024617
-73.1482655,-1.8033196
-73.1462502,-1.8054097
-73.1448323,-1.8106974
-73.1436307,-1.8197909
-73.144489,-1.826997
-73.1482655,-1.8352325
-73.1529004,-1.8446691
-73.1534154,-1.8515319
-73.1523854,-1.8592527
-73.1506688,-1.8628556
-73.1420857,-1.8695469
-73.1319577,-1.8731498
-73.1195981,-1.8712626
-73.1112877,-1.8738361
-73.1101014,-1.8768223
-73.1092473,-1.8799096
-73.1082684,-1.885846
-73.1080968,-1.8949391
-73.1154782,-1.9040321
-73.1190831,-1.9119242
-73.1171367,-1.9209061
-73.1147329,-1.9274375
-73.1134183,-1.9392029
-73.1143477,-1.9497917
-73.1151349,-1.958761
-73.1192548,-1.9748876
-73.1271512,-1.9848381
-73.1300613,-1.9915717
-73.1246273,-2.001187
-73.1182248,-2.0164045
-73.0996912,-2.0265135
-73.0933339,-2.0325306
-73.0921323,-2.0416229
-73.0965955,-2.048485
-73.1103284,-2.063753
-73.11359,-2.0718158
-73.1118733,-2.0779916
-73.1051658,-2.08324
-73.0859329,-2.0848025
-73.0725629,-2.0829665
-73.0693013,-2.0932593
-73.0703244,-2.1057126
-73.0862958,-2.1136419
-73.1051785,-2.1229367
-73.1165082,-2.1306561
-73.1202847,-2.1524419
-73.1252629,-2.1730266
-73.1309277,-2.1833188
-73.1422574,-2.1876072
-73.1680862,-2.1862477
-73.172922,-2.1934904
-73.1652786,-2.2367491
-73.155132,-2.2584314
-73.1420391,-2.2698736
-73.1374509,-2.2725152
-73.122688,-2.2790332
-73.1156499,-2.2889817
-73.11359,-2.2961857
-73.1171948,-2.3027036
-73.1215066,-2.3071386
-73.1230313,-2.3087068
-73.1244046,-2.3208849
-73.1195981,-2.3272311
-73.1105,-2.3279172
-73.0962011,-2.3242388
-73.093531,-2.3303694
-73.080631,-2.3359786
-73.0720479,-2.339752
-73.0705142,-2.3445581
-73.0682713,-2.3515867
-73.0581433,-2.3610201
-73.0435521,-2.3574183
-73.0409772,-2.3484994
-73.0423505,-2.3370077
-73.0401189,-2.3227716
-73.0378873,-2.3167684
-73.0327374,-2.313681
-73.0244977,-2.3165968
-73.0214078,-2.3203703
-73.0193479,-2.3268881
-73.0164296,-2.3435254
-73.0104215,-2.3531303
-73.0028684,-2.360334
-72.9972035,-2.359991
-72.9899938,-2.354674
-72.9798237,-2.342049
-72.9786641,-2.3406096
-72.9714543,-2.3356355
-72.9633862,-2.3364931
-72.9578931,-2.335121
-72.9525716,-2.3370077
-72.9515416,-2.3394089
-72.9506833,-2.3430108
-72.9507924,-2.3450946
-72.9523771,-2.3480865
-72.9560212,-2.3507915
-72.956579,-2.3539537
-72.9565362,-2.3631307
-72.9570262,-2.3739088
-72.956277,-2.3860125
-72.9515188,-2.4019418
-72.9468839,-2.4065726
-72.9379576,-2.4101743
-72.9313324,-2.4182039
-72.9304427,-2.4340022
-72.9372836,-2.4504726
-72.9309322,-2.4571926
-72.925751,-2.4552365
-72.9202774,-2.4492339
-72.8959702,-2.434744
-72.8857725,-2.4343569
-72.8704946,-2.4379586
-72.8572767,-2.4396736
-72.8430288,-2.4328134
-72.8289526,-2.4201531
-72.8177946,-2.4178922
-72.8016584,-2.4110318
-72.7914677,-2.4025882
-72.7862089,-2.3906221
-72.7819404,-2.3870813
-72.7771108,-2.3853052
-72.7705877,-2.3866773
-72.7645688,-2.3904461
-72.7593536,-2.3971707
-72.7578323,-2.4120811
-72.7525633,-2.4250955
-72.7444952,-2.4276682
-72.7350538,-2.423895
-72.7312248,-2.4123134
-72.7316206,-2.4017703
-72.7310684,-2.3942495
-72.7262885,-2.3893462
-72.7188273,-2.3862589
-72.7116627,-2.3864107
-72.7058714,-2.3923372
-72.6935117,-2.4072586
-72.6866766,-2.4205176
-72.6869277,-2.4289859
-72.69118,-2.4387971
-72.6907652,-2.4508214
-72.6852847,-2.4530383
-72.6811659,-2.4519651
-72.6673047,-2.4409631
-72.6657408,-2.4338233
-72.6656106,-2.426953
-72.666199,-2.4200835
-72.6579524,-2.4067627
-72.6500814,-2.4014273
-72.6380651,-2.3918227
-72.6353185,-2.3799883
-72.6417338,-2.3660702
-72.64089,-2.3612433
-72.6351933,-2.3584927
-72.6312625,-2.3593811
-72.6193484,-2.3630306
-72.6066067,-2.3624995
-72.5984113,-2.3660956
-72.5915449,-2.3700405
-72.5821035,-2.3835901
-72.5764387,-2.3937093
-72.569929,-2.3984496
-72.5663107,-2.4010843
-72.5601309,-2.4034854
-72.5491445,-2.4022848
-72.5382911,-2.4049294
-72.5268119,-2.4087801
-72.514624,-2.4128963
-72.4988477,-2.4129185
-72.4928564,-2.4197401
-72.4849821,-2.4214607
-72.4722514,-2.4191481
-72.459709,-2.4259531
-72.448551,-2.4336709
-72.4396967,-2.4349986
-72.43154,-2.4346778
-72.4164503,-2.4281827
-72.4097555,-2.4134662
-72.4080389,-2.4141522
-72.4030607,-2.4261246
-72.3956295,-2.4427276
-72.3800581,-2.4528795
-72.3769682,-2.4667713
-72.3804014,-2.4811774
-72.3752516,-2.4888949
-72.3685568,-2.4907814
-72.3553388,-2.4859794
-72.340061,-2.4796339
-72.3276572,-2.4718776
-72.3107069,-2.4746603
-72.2986906,-2.4744888
-72.2884629,-2.4702291
-72.2856443,-2.4551091
-72.2801236,-2.4527633
-72.27272,-2.4551644
-72.2592085,-2.4595681
-72.2547453,-2.453394
-72.2576635,-2.4453333
-72.262304,-2.4394026
-72.2593251,-2.4322435
-72.2404088,-2.4304786
-72.226831,-2.4470483
-72.2164759,-2.4487634
-72.2011869,-2.4449903
-72.1927755,-2.4386446
-72.1819608,-2.4305838
-72.1713788,-2.4264841
-72.1624081,-2.4330955
-72.1621644,-2.4450788
-72.1692082,-2.4702789
-72.1658025,-2.4781568
-72.1573026,-2.4799438
-72.1452697,-2.4730949
-72.1373289,-2.4539085
-72.1323253,-2.4371539
-72.133209,-2.4166916
-72.1289175,-2.4100028
-72.1115797,-2.3990261
-72.0980184,-2.3897645
-72.0860021,-2.3789592
-72.078964,-2.3662672
-72.0707243,-2.3563193
-72.0600813,-2.3431124
-72.0449751,-2.3357372
-72.0293539,-2.3408827
-72.0200842,-2.3556332
-72.0157926,-2.3618078
-72.0054166,-2.370565
-71.9847219,-2.3712411
-71.9694441,-2.3676393
-71.959316,-2.3568338
-71.9448998,-2.3558014
-71.9380731,-2.3612212
-71.9370001,-2.376215
-71.9358702,-2.3772812
-71.9308203,-2.3820465
-71.9224088,-2.3806743
-71.9174307,-2.3714126
-71.9196848,-2.3633911
-71.9234388,-2.3573484
-71.9323686,-2.3444614
-71.9364561,-2.3388111
-71.939317,-2.3161109
-71.9270893,-2.3084887
-71.9112825,-2.3112675
-71.9104845,-2.3114078
-71.9070173,-2.3118141
-71.8870931,-2.3141489
-71.8808668,-2.3088085
-71.8788221,-2.3060331
-71.8717687,-2.2964588
-71.8647306,-2.2781057
-71.8604391,-2.2592377
-71.8581843,-2.2471279
-71.8544632,-2.2306843
-71.8410049,-2.2125615
-71.8370567,-2.1987857
-71.8289355,-2.187379
-71.820194,-2.188501
-71.8143277,-2.1971375
-71.8071179,-2.2069241
-71.7965478,-2.2048259
-71.7931478,-2.1947418
-71.7912596,-2.1847927
-71.7823332,-2.1763874
-71.7740476,-2.1737226
-71.7716569,-2.1729434
-71.7550356,-2.1750218
-71.7462843,-2.169869
-71.745086,-2.1598012
-71.750186,-2.1493074
-71.7344538,-2.1409848
-71.7234732,-2.1430955
-71.7189901,-2.1559743
-71.7172735,-2.170212
-71.723625,-2.1878804
-71.7270582,-2.1961141
-71.7287748,-2.2086361
-71.7282598,-2.223388
-71.7209439,-2.2309486
-71.7083894,-2.2315518
-71.6879194,-2.218585
-71.6787981,-2.2095204
-71.6636919,-2.2024874
-71.6523623,-2.1999143
-71.6376226,-2.2017747
-71.6276663,-2.2110376
-71.6158216,-2.2240741
-71.6068986,-2.2323574
-71.5991663,-2.2390371
-71.5843511,-2.2402279
-71.5683866,-2.2385126
-71.550762,-2.2422564
-71.5332559,-2.2501733
-71.5202062,-2.2491175
-71.5154196,-2.2542534
-71.5171163,-2.2729599
-71.5184796,-2.2863952
-71.520008,-2.3012449
-71.5147131,-2.3113813
-71.5119665,-2.3269897
-71.5063647,-2.3459454
-71.4963818,-2.355953
-71.485359,-2.3542611
-71.4801992,-2.3486209
-71.4792058,-2.3341438
-71.4850157,-2.3177276
-71.4934271,-2.3004039
-71.4997387,-2.2893202
-71.4951006,-2.2762056
-71.4791559,-2.2697241
-71.4676779,-2.2717592
-71.4527433,-2.2799925
-71.4462202,-2.2868535
-71.4396971,-2.2992032
-71.4328306,-2.3137826
-71.4278524,-2.3230447
-71.4233892,-2.3293909
-71.4151495,-2.3329929
-71.4012449,-2.343284
-71.3918035,-2.3551186
-71.3942068,-2.3671247
-71.4002149,-2.3753574
-71.4069097,-2.3919942
-71.4043348,-2.4033139
-71.3932199,-2.4104975
-71.3827055,-2.4064011
-71.3756674,-2.3995407
-71.366226,-2.3890785
-71.353523,-2.3794738
-71.337697,-2.3822445
-71.3265722,-2.383402
-71.3166158,-2.3791307
-71.3094061,-2.364552
-71.3043127,-2.340181
-71.2963532,-2.3362683
-71.2809103,-2.338653
-71.2755888,-2.3484295
-71.2761038,-2.3611217
-71.2827986,-2.3710696
-71.2900083,-2.3806743
-71.2889784,-2.3861628
-71.2809103,-2.3894215
-71.2742155,-2.3868488
-71.2658041,-2.3770726
-71.2596243,-2.3621508
-71.2525862,-2.3516883
-71.2436664,-2.3381849
-71.2319669,-2.3367928
-71.2244138,-2.3424529
-71.2122922,-2.3578662
-71.2070959,-2.3688399
-71.1936653,-2.382375
-71.1863249,-2.3837616
-71.1761968,-2.382218
-71.1713903,-2.3743283
-71.1698454,-2.3575199
-71.1706746,-2.3444002
-71.1615766,-2.3329085
-71.1493886,-2.3358243
-71.1411779,-2.343284
-71.1327665,-2.34397
-71.1288183,-2.3388245
-71.1308782,-2.3269897
-71.1367147,-2.3151548
-71.1418646,-2.3082939
-71.1433369,-2.2968454
-71.1326939,-2.2858824
-71.1126821,-2.2810216
-71.1011808,-2.2829084
-71.09001,-2.2821146
-71.0793597,-2.278082
-71.0577505,-2.2686717
-71.0460775,-2.2648981
-71.0392111,-2.2676426
-71.0342329,-2.2731314
-71.0282247,-2.2777626
-71.0258215,-2.2803355
-71.0242291,-2.2820343
-71.0227316,-2.2849667
-71.0156935,-2.2980025
-71.0103719,-2.3043489
-71.0014456,-2.3084654
-70.9938925,-2.3065787
-70.988571,-2.3012615
-70.9902876,-2.290627
-70.9935491,-2.2810216
-70.9962957,-2.2757043
-71.0064237,-2.2624968
-71.0173769,-2.2438445
-71.0204114,-2.2292975
-71.0139549,-2.2157908
-71.0008422,-2.2101965
-70.9780998,-2.2127417
-70.9626833,-2.2253246
-70.9580152,-2.2417418
-70.9495426,-2.2487087
-70.9415357,-2.2552926
-70.9240263,-2.2539204
-70.9144686,-2.2450671
-70.9078957,-2.234117
-70.898111,-2.2238251
-70.877506,-2.2215011
-70.8634298,-2.2259609
-70.8543318,-2.2412272
-70.8479803,-2.2600954
-70.8452337,-2.2678141
-70.8428248,-2.2853265
-70.8324864,-2.2946551
-70.816904,-2.297322
-70.8016317,-2.2952581
-70.7878947,-2.2924408
-70.7806851,-2.2936514
-70.7678144,-2.297831
-70.7647411,-2.3039891
-70.7615517,-2.320411
-70.7505266,-2.3287546
-70.7364504,-2.3342432
-70.7226634,-2.3348171
-70.7199709,-2.3349292
-70.6970899,-2.3391675
-70.6704045,-2.3501614
-70.6633943,-2.3549639
-70.661556,-2.3630084
-70.6643026,-2.376558
-70.6732346,-2.3839718
-70.6770015,-2.3907313
-70.678642,-2.3988719
-70.6773325,-2.4053888
-70.6738355,-2.4104702
-70.6655042,-2.4129185
-70.6497114,-2.4103458
-70.641815,-2.4065726
-70.6322517,-2.3970842
-70.6271684,-2.3957618
-70.6263797,-2.4033086
-70.6259224,-2.4076845
-70.6280821,-2.4223514
-70.6310003,-2.4316128
-70.6416489,-2.4476957
-70.6425072,-2.4586719
-70.631687,-2.4746603
-70.6174391,-2.4818634
-70.6011312,-2.4846074
-70.576927,-2.4798054
-70.5577009,-2.4720878
-70.5510671,-2.4621074
-70.5531657,-2.4489459
-70.5598328,-2.4417704
-70.5727461,-2.4373444
-70.5946192,-2.4316682
-70.5977645,-2.4217373
-70.5902336,-2.4192256
-70.5704038,-2.4184067
-70.5508344,-2.4233805
-70.5374449,-2.436072
-70.5288618,-2.4539085
-70.5245703,-2.4631697
-70.5086057,-2.4763754
-70.4971815,-2.4739394
-70.4957313,-2.4723113
-70.4910741,-2.4694619
-70.4832223,-2.4634945
-70.4794534,-2.4565849
-70.4753705,-2.4547005
-70.4719157,-2.4540723
-70.4675187,-2.4575271
-70.4640639,-2.461296
-70.4590387,-2.4682056
-70.4536995,-2.4760574
-70.4527573,-2.4826529
-70.4502447,-2.4942736
-70.4483603,-2.5030676
-70.4445914,-2.5118616
-70.4395662,-2.5184571
-70.4329707,-2.5241104
-70.4207219,-2.5263089
-70.4112997,-2.5259949
-70.3987368,-2.5159446
-70.3927695,-2.509349
-70.3855458,-2.5014972
-70.3764377,-2.4955299
-70.3679578,-2.491761
-70.3597919,-2.4905047
-70.3538245,-2.4901906
-70.343146,-2.4939595
-70.3302691,-2.4986706
-70.3192766,-2.5011832
-70.3139373,-2.5008691
-70.3029448,-2.5014972
-70.2976056,-2.5052661
-70.2954071,-2.5118616
-70.295093,-2.5206556
-70.3001181,-2.5272512
-70.308284,-2.5322763
-70.321161,-2.5366733
-70.3308972,-2.5363593
-70.3400053,-2.5382437
-70.3481712,-2.5426407
-70.3531964,-2.548294
-70.3575934,-2.5558317
-70.3572793,-2.5630554
-70.3535104,-2.5680806
-70.347229,-2.5724776
-70.3406335,-2.5753042
-70.3334098,-2.5781309
-70.325558,-2.578445
-70.3145655,-2.5771886
-70.3029448,-2.5737339
-70.2916382,-2.5658821
-70.2841005,-2.5599147
-70.2731079,-2.5536332
-70.2652561,-2.5492362
-70.256148,-2.5492362
-70.2467259,-2.5520629
-70.2388741,-2.5592865
-70.234163,-2.5705931
-70.2288237,-2.5815857
-70.225683,-2.6026285
-70.2234845,-2.6173899
-70.2234845,-2.6315232
-70.2190875,-2.6453423
-70.2121779,-2.6547645
-70.2062105,-2.6585334
-70.1961602,-2.6585334
-70.1914491,-2.656963
-70.1879943,-2.6516238
-70.1854818,-2.6447142
-70.1832833,-2.6365483
-70.1804566,-2.6324654
-70.1751174,-2.6321513
-70.1697781,-2.6337217
-70.1653811,-2.6365483
-70.1612982,-2.6406313
-70.1565871,-2.6472268
