longitude,latitude
-73.5810996,-8.204293
-73.5799492,-8.2050937
-73.5787364,-8.2062382
-73.5784981,-8.2066972
-73.5776895,-8.2076114
-73.576416,-8.2096152
-73.576127,-8.2099024
-73.5756075,-8.2109336
-73.5752031,-8.211334
-73.5749669,-8.2119062
-73.5746231,-8.2123632
-73.5740351,-8.2136816
-73.5740351,-8.2139687
-73.5737461,-8.2146562
-73.5730506,-8.2158027
-73.5729375,-8.216377
-73.572586,-8.2170625
-73.5720605,-8.2185547
-73.571541,-8.2206172
-73.5714121,-8.2236601
-73.5714649,-8.2246369
-73.5720371,-8.2254414
-73.57267,-8.2260742
-73.5737617,-8.226711
-73.5745079,-8.2272871
-73.5749121,-8.2274024
-73.5760645,-8.2281524
-73.577041,-8.2286152
-73.5780176,-8.2289062
-73.5795742,-8.2291406
-73.5800332,-8.2293731
-73.5814746,-8.2297794
-73.5825039,-8.2303007
-73.5833672,-8.230877
-73.5839454,-8.2312812
-73.5845176,-8.2319726
-73.5852051,-8.2331211
-73.5866934,-8.236168
-73.5868614,-8.236916
-73.5874872,-8.2380385
-73.5877896,-8.2396514
-73.5873864,-8.240861
-73.5864792,-8.2412641
-73.5847656,-8.2419697
-73.5826487,-8.242877
-73.5801286,-8.2440866
-73.5773062,-8.2450946
-73.5746854,-8.2452962
-73.5720645,-8.2449939
-73.569242,-8.2447922
-73.566722,-8.2447922
-73.5649075,-8.244893
-73.5629922,-8.2454979
-73.5606739,-8.2470099
-73.5574192,-8.2494219
-73.5549582,-8.2536056
-73.552005,-8.2565587
-73.5478214,-8.2592659
-73.544622,-8.2609885
-73.5419149,-8.2629574
-73.539454,-8.2654184
-73.5389881,-8.265503
-73.5367469,-8.2659105
-73.5353197,-8.2660784
-73.5325631,-8.2664027
-73.5293639,-8.2673871
-73.5266567,-8.269848
-73.526262,-8.2707857
-73.526132,-8.2721502
-73.5260021,-8.2743594
-73.5262041,-8.2749147
-73.5265219,-8.2757887
-73.5266519,-8.2766334
-73.5275615,-8.2779329
-73.5279514,-8.2798821
-73.5279514,-8.2806617
-73.5282112,-8.2817014
-73.5286011,-8.2828709
-73.5293157,-8.2841054
-73.5299006,-8.28521
-73.5332637,-8.2878614
-73.5333789,-8.2878614
-73.5343555,-8.2887832
-73.5348731,-8.2894746
-73.5352169,-8.2902226
-73.5356132,-8.2907969
-73.5363007,-8.2924649
-73.5363007,-8.2926934
-73.5365899,-8.2933829
-73.536582,-8.29367
-73.536873,-8.2942461
-73.5374454,-8.2959687
-73.5376134,-8.2967735
-73.537603,-8.2974035
-73.5370865,-8.2987979
-73.5365701,-8.2997275
-73.5355371,-8.3007087
-73.5346076,-8.3012251
-73.5338329,-8.3020515
-73.5329032,-8.3022581
-73.5321804,-8.3029295
-73.532077,-8.3041172
-73.5323869,-8.3045821
-73.532955,-8.3053051
-73.5333165,-8.3057699
-73.5340395,-8.3065962
-73.5339879,-8.3071127
-73.5335746,-8.3076809
-73.5332416,-8.3079584
-73.532955,-8.3081972
-73.5323352,-8.3090235
-73.5319737,-8.3098499
-73.5316121,-8.3103662
-73.5305792,-8.3109344
-73.5294947,-8.3115025
-73.5289266,-8.3119156
-73.5279454,-8.3126904
-73.5273772,-8.313465
-73.5268092,-8.3143946
-73.5266026,-8.315066
-73.5264994,-8.3157374
-73.5265139,-8.3166944
-73.5262717,-8.3185504
-73.5263525,-8.3196801
-73.5264331,-8.3211326
-73.5270787,-8.3229079
-73.527805,-8.3244411
-73.528854,-8.3259744
-73.5297416,-8.3274269
-73.5298144,-8.3276451
-73.5303065,-8.3291214
-73.5303327,-8.3292419
-73.53071,-8.3309774
-73.5311135,-8.3328334
-73.5315976,-8.3346086
-73.5319739,-8.3355222
-73.5321625,-8.3359805
-73.5330274,-8.3371641
-73.5375586,-8.3417677
-73.5390547,-8.3428086
-73.5401465,-8.3431581
-73.5412441,-8.3438496
-73.5418711,-8.3444257
-73.5422129,-8.3450586
-73.5424812,-8.3455769
-73.5426915,-8.3466954
-73.542906,-8.3475876
-73.5425489,-8.3485606
-73.5422597,-8.3496504
-73.5419082,-8.3502226
-73.5413886,-8.3506797
-73.5403516,-8.3513087
-73.5389629,-8.3519336
-73.5382695,-8.3523906
-73.5376972,-8.3525039
-73.5370566,-8.3527871
-73.5356777,-8.3530137
-73.5337676,-8.3536367
-73.5331347,-8.3539785
-73.5327305,-8.3540352
-73.5322715,-8.3542617
-73.530541,-8.3546016
-73.5279394,-8.3557382
-73.5276582,-8.3557382
-73.5266719,-8.3561367
-73.5256954,-8.3563047
-73.5251152,-8.3567031
-73.5218204,-8.3601347
-73.5211797,-8.3609356
-73.5205996,-8.3622539
-73.5205391,-8.3627715
-73.5203632,-8.3631152
-73.5200117,-8.3644902
-73.5198906,-8.3664981
-73.5197754,-8.3671289
-73.5195996,-8.367416
-73.5195917,-8.3685059
-73.5201641,-8.370459
-73.520623,-8.3716094
-73.5206152,-8.3722989
-73.520332,-8.3726992
-73.5198674,-8.3729844
-73.5192871,-8.3731544
-73.5177325,-8.3733204
-73.5168066,-8.3732597
-73.5161211,-8.3729707
-73.515543,-8.3729687
-73.515084,-8.3726797
-73.5145645,-8.3725625
-73.5132989,-8.3726152
-73.5128379,-8.3727285
-73.5119707,-8.3730117
-73.511334,-8.3735104
-73.5108706,-8.3739492
-73.5103684,-8.3744992
-73.5103584,-8.3745102
-73.5103486,-8.3745176
-73.5096511,-8.3750467
-73.5095126,-8.3751456
-73.5091389,-8.3754126
-73.508578,-8.3757052
-73.508017,-8.3760224
-73.507944,-8.3760549
-73.5075779,-8.3762175
-73.5066267,-8.3764126
-73.5063176,-8.3764581
-73.5049682,-8.3766565
-73.5037244,-8.3768272
-73.5029195,-8.376998
-73.5022124,-8.3771199
-73.5012152,-8.3773639
-73.5004531,-8.3776384
-73.499508,-8.3781261
-73.4987152,-8.3784614
-73.4980446,-8.3789186
-73.4972214,-8.3796504
-73.4965896,-8.3800979
-73.4965326,-8.3801382
-73.4964897,-8.3801686
-73.4953312,-8.3806565
-73.4941287,-8.3811504
-73.4911841,-8.3816626
-73.4884955,-8.3821746
-73.4852947,-8.3842231
-73.4848647,-8.3848516
-73.4836304,-8.3866556
-73.4822017,-8.3886559
-73.48171,-8.3893442
-73.4797895,-8.3915207
-73.4782531,-8.392289
-73.4758206,-8.3935692
-73.472876,-8.3947215
-73.4710835,-8.3963859
-73.4690351,-8.3979222
-73.4671146,-8.3998426
-73.4657064,-8.4016351
-73.46417,-8.4045797
-73.4614814,-8.4071402
-73.4583281,-8.4085489
-73.4547421,-8.4116367
-73.4524316,-8.4147187
-73.4509815,-8.41661
-73.4478166,-8.4204781
-73.4450036,-8.4229396
-73.4413114,-8.4254011
-73.4383224,-8.4259286
-73.4361674,-8.4265271
-73.4351576,-8.4268076
-73.4305879,-8.4288652
-73.4264219,-8.4329805
-73.4246895,-8.4338965
-73.4216914,-8.4346895
-73.4197285,-8.4344454
-73.4162832,-8.4325957
-73.4130547,-8.4320137
-73.4092559,-8.4305059
-73.4077597,-8.4306094
-73.4067149,-8.431291
-73.4054492,-8.43267
-73.4038164,-8.4356485
-73.4001152,-8.4391856
-73.3994219,-8.440332
-73.3994141,-8.4418222
-73.4004434,-8.4429766
-73.4007871,-8.4443516
-73.400086,-8.4460762
-73.3991621,-8.4472227
-73.3985742,-8.4502012
-73.3956757,-8.4531739
-73.3920976,-8.4555645
-73.390586,-8.4578535
-73.3904649,-8.4599239
-73.3909082,-8.4642832
-73.390084,-8.4677246
-73.3891601,-8.4694414
-73.3881152,-8.4702402
-73.3858106,-8.4710351
-73.3835059,-8.4706855
-73.3814395,-8.4687226
-73.3797149,-8.4660742
-73.3779981,-8.4642325
-73.3770762,-8.4637656
-73.3761524,-8.4637617
-73.375,-8.4644454
-73.3743066,-8.4658242
-73.3735879,-8.4705235
-73.3731231,-8.4717891
-73.3723594,-8.4722752
-73.3716064,-8.4726516
-73.3715305,-8.4726634
-73.3709072,-8.4727592
-73.369509,-8.4729207
-73.3683796,-8.4729207
-73.367304,-8.472813
-73.3656367,-8.4719525
-73.3640771,-8.4711457
-73.3633241,-8.4707155
-73.3632225,-8.4706749
-73.3625174,-8.4703929
-73.3606889,-8.4702852
-73.3596224,-8.4704084
-73.3592906,-8.4704466
-73.3576771,-8.4710382
-73.355956,-8.4716299
-73.3546865,-8.4719745
-73.3535817,-8.4721816
-73.3525461,-8.472665
-73.3501996,-8.473677
-73.3473914,-8.4747951
-73.3453632,-8.4753151
-73.3434391,-8.4747691
-73.342113,-8.473729
-73.3412809,-8.4724289
-73.3405529,-8.4710509
-73.3397987,-8.4706347
-73.3389805,-8.4708242
-73.3364217,-8.4714757
-73.3332934,-8.4727352
-73.3318307,-8.4740354
-73.3309775,-8.4758636
-73.3306264,-8.4784076
-73.3306124,-8.4787985
-73.3306065,-8.4789659
-73.3306242,-8.4793582
-73.3306264,-8.4794046
-73.3306615,-8.479557
-73.330746,-8.4799231
-73.3308656,-8.480282
-73.3310651,-8.4805612
-73.3312446,-8.4807207
-73.3315669,-8.4809919
-73.3319006,-8.4815482
-73.3317981,-8.4822489
-73.3314851,-8.4827807
-73.3315165,-8.483125
-73.3317981,-8.4835317
-73.3321422,-8.483657
-73.3324552,-8.4839699
-73.3325177,-8.4843454
-73.3323214,-8.4849484
-73.332182,-8.4852674
-73.332102,-8.4856264
-73.3320821,-8.486105
-73.3320734,-8.4861535
-73.3319425,-8.4868827
-73.331812,-8.4873461
-73.3315437,-8.4882985
-73.3313232,-8.4892632
-73.3312622,-8.4897316
-73.3313014,-8.4904357
-73.3312922,-8.4904599
-73.3310666,-8.4910615
-73.3305972,-8.4917265
-73.3301279,-8.4925479
-73.3299324,-8.4932129
-73.3298931,-8.493917
-73.329909,-8.4948422
-73.3296646,-8.4958814
-73.3292979,-8.4968592
-73.3287477,-8.4978982
-73.3287189,-8.4983976
-73.3287811,-8.4988026
-73.3292367,-8.5004651
-73.329359,-8.5013207
-73.3296035,-8.5022987
-73.3293987,-8.5038969
-73.3285704,-8.5064864
-73.3285462,-8.5071832
-73.3286204,-8.5074425
-73.3293109,-8.5080567
-73.3298479,-8.508655
-73.330196,-8.5092037
-73.330564,-8.5099399
-73.3307392,-8.5109039
-73.3307569,-8.5114121
-73.3303751,-8.5124366
-73.3300084,-8.5139951
-73.3297791,-8.5144077
-73.329275,-8.5148661
-73.3289999,-8.515187
-73.3287707,-8.515737
-73.328679,-8.5162871
-73.328679,-8.517158
-73.3289541,-8.5183956
-73.3291335,-8.5188569
-73.3292567,-8.5194934
-73.3292774,-8.5201097
-73.3292157,-8.5208286
-73.3290309,-8.5214447
-73.3288134,-8.5230622
-73.3290065,-8.5240467
-73.3297979,-8.5253015
-73.3311879,-8.5272897
-73.3315977,-8.5279082
-73.3316704,-8.5281199
-73.332667,-8.5291677
-73.3342379,-8.5310541
-73.335203,-8.5330422
-73.3353536,-8.5346757
-73.3353215,-8.5351892
-73.3349365,-8.5366012
-73.334776,-8.5374356
-73.3345514,-8.5383664
-73.3343909,-8.5390082
-73.3343125,-8.5414707
-73.3347245,-8.543648
-73.3349406,-8.5452321
-73.3352286,-8.5463842
-73.3351935,-8.5496849
-73.3359487,-8.5522886
-73.3362367,-8.5537287
-73.3364527,-8.5553849
-73.3367527,-8.558017
-73.3367527,-8.5590017
-73.3365736,-8.5602551
-73.3367527,-8.5618666
-73.3372899,-8.5636572
-73.3381851,-8.5660745
-73.3384537,-8.5673279
-73.3382747,-8.5702824
-73.3382747,-8.5718939
-73.3377375,-8.5755645
-73.3380956,-8.5773551
-73.3389014,-8.5786085
-73.3402444,-8.581921
-73.3405129,-8.5830849
-73.3411396,-8.5852336
-73.3414082,-8.5899786
-73.3417662,-8.5910529
-73.3421254,-8.5918377
-73.342328,-8.5925262
-73.3426115,-8.5932147
-73.3427331,-8.5936604
-73.342814,-8.5943084
-73.3432595,-8.595969
-73.3433,-8.596455
-73.3432595,-8.5969007
-73.343138,-8.5974271
-73.343138,-8.5980345
-73.3431652,-8.598551
-73.3435616,-8.5998534
-73.3439996,-8.6009397
-73.3441749,-8.6021137
-73.3441397,-8.6027445
-73.343786,-8.6035836
-73.342887,-8.6065576
-73.3425305,-8.6080794
-73.3416166,-8.6106316
-73.3411129,-8.6124537
-73.3409914,-8.6134664
-73.3411129,-8.6139119
-73.3413439,-8.6144674
-73.3414445,-8.6150717
-73.3414445,-8.6157264
-73.3410416,-8.6167839
-73.3391855,-8.618604
-73.3384627,-8.6196771
-73.3377837,-8.6205751
-73.3373151,-8.620863
-73.3365092,-8.6209637
-73.3355277,-8.6205751
-73.3348489,-8.6197867
-73.334148,-8.6191076
-73.3336387,-8.6182947
-73.333387,-8.6176904
-73.3330849,-8.6172875
-73.3326316,-8.6169854
-73.3316747,-8.6165321
-73.3308187,-8.6164817
-73.3294591,-8.6169854
-73.3288546,-8.6171366
-73.3284517,-8.6171366
-73.3280489,-8.6165825
-73.3278977,-8.6156256
-73.3276964,-8.6151724
-73.3276964,-8.6145177
-73.3277971,-8.6134601
-73.3276964,-8.6125034
-73.3272935,-8.6115465
-73.3266387,-8.6108415
-73.3259841,-8.610489
-73.3253295,-8.6104385
-73.3246244,-8.610489
-73.3236676,-8.6106904
-73.3223077,-8.6108415
-73.3217539,-8.6105394
-73.3205216,-8.6105094
-73.3199835,-8.6105661
-73.3196719,-8.6106227
-73.3192752,-8.610906
-73.319077,-8.6111892
-73.3189354,-8.6115859
-73.3187739,-8.6119895
-73.3183971,-8.6128322
-73.3180855,-8.6132005
-73.3175755,-8.6136537
-73.317179,-8.6139087
-73.3153661,-8.615665
-73.3139759,-8.617027
-73.313056,-8.6180782
-73.3118951,-8.6205532
-73.3109752,-8.6240795
-73.3111067,-8.625109
-73.3118125,-8.6273457
-73.3123332,-8.6283505
-73.3124209,-8.6294019
-73.3123332,-8.630475
-73.3118751,-8.6319062
-73.31025,-8.6330489
-73.3086329,-8.6329239
-73.3071367,-8.6317676
-73.3065722,-8.6302735
-73.3056485,-8.6293475
-73.3042656,-8.6292246
-73.3000937,-8.631961
-73.2996871,-8.6325585
-73.2994972,-8.6334445
-73.2991175,-8.6343937
-73.2986745,-8.6352165
-73.2977252,-8.6360392
-73.2969657,-8.6381276
-73.296586,-8.6388871
-73.296143,-8.6395832
-73.2960797,-8.6401527
-73.2960797,-8.641292
-73.2968066,-8.6452752
-73.2969141,-8.6472285
-73.2964595,-8.647937
-73.2958899,-8.6483166
-73.2948774,-8.649266
-73.2944344,-8.6500887
-73.2938015,-8.6509114
-73.293485,-8.651924
-73.2929155,-8.6526835
-73.2922826,-8.6536327
-73.2914599,-8.655025
-73.2905739,-8.6562907
-73.2896879,-8.6573034
-73.2884221,-8.6583159
-73.2878526,-8.6588855
-73.287283,-8.6600246
-73.2865235,-8.6608474
-73.2856375,-8.6629991
-73.2848781,-8.6643282
-73.2844984,-8.6647711
-73.2834859,-8.6652774
-73.28241,-8.665404
-73.2809544,-8.6654672
-73.2776641,-8.665877
-73.2756954,-8.6663204
-73.2749995,-8.666569
-73.2738225,-8.6671575
-73.2725385,-8.6679066
-73.271629,-8.6686555
-73.270559,-8.6690835
-73.267991,-8.669993
-73.266279,-8.670849
-73.2656905,-8.6713305
-73.2651556,-8.6726145
-73.2645136,-8.6748614
-73.2633366,-8.6764129
-73.2621596,-8.6773224
-73.2611966,-8.6778039
-73.2599126,-8.6780179
-73.2590031,-8.6782854
-73.2583076,-8.6783924
-73.2572911,-8.6789274
-73.2565956,-8.6800509
-73.2564886,-8.6813349
-73.2564351,-8.6826724
-73.2565956,-8.6836889
-73.2571841,-8.6850265
-73.2576656,-8.6863102
-73.2581471,-8.6878082
-73.2580936,-8.6884502
-73.2578796,-8.6888247
-73.2568631,-8.6894667
-73.2554721,-8.6902157
-73.2538672,-8.6905367
-73.2511922,-8.6906437
-73.2491057,-8.6902157
-73.2480357,-8.6893597
-73.2466447,-8.6887177
-73.2457352,-8.6885037
-73.2443977,-8.6883432
-73.2414019,-8.6883967
-73.2398504,-8.6880757
-73.2385129,-8.6872197
-73.2371754,-8.6867917
-73.2356774,-8.6868987
-73.2348214,-8.6872732
-73.232949,-8.6883432
-73.2319325,-8.6885037
-73.22899,-8.6885572
-73.227706,-8.6886642
-73.223105,-8.6893062
-73.222339,-8.6894825
-73.2216134,-8.6896087
-73.220904,-8.6898497
-73.2199027,-8.6902835
-73.2193687,-8.6906506
-73.218768,-8.6909844
-73.2182675,-8.6914182
-73.2178336,-8.6916519
-73.2175332,-8.6916852
-73.2164319,-8.6916519
-73.2159312,-8.6915184
-73.2151971,-8.6911846
-73.2139289,-8.6903836
-73.2127607,-8.6897161
-73.2117596,-8.6892824
-73.2108919,-8.6891822
-73.2082887,-8.6891822
-73.2073876,-8.6890154
-73.2065867,-8.6886149
-73.2060861,-8.6882144
-73.2052851,-8.6878139
-73.204918,-8.6877471
-73.2045175,-8.6877471
-73.2039169,-8.6878139
-73.2032495,-8.6880475
-73.199041,-8.689752
-73.19442,-8.6906445
-73.1933087,-8.691388
-73.1923035,-8.6926977
-73.1916639,-8.6930329
-73.1909024,-8.6932765
-73.1900495,-8.693368
-73.1895621,-8.693307
-73.1887092,-8.6927587
-73.1877647,-8.6911384
-73.187021,-8.6903946
-73.184976,-8.6901157
-73.1825591,-8.6901157
-73.1812577,-8.6904875
-73.1791197,-8.6912312
-73.1780042,-8.6925326
-73.1757734,-8.6941129
-73.174286,-8.6946706
-73.1707536,-8.6961579
-73.1700881,-8.6965254
-73.1692825,-8.6969012
-73.169034,-8.697082
-73.1686917,-8.697331
-73.1679935,-8.6977069
-73.1672415,-8.6982977
-73.1616559,-8.705817
-73.1606352,-8.7068374
-73.1602059,-8.7074819
-73.1591852,-8.7087172
-73.158863,-8.7098989
-73.1585944,-8.7104359
-73.1582185,-8.7108656
-73.1576055,-8.7112617
-73.1566777,-8.7124045
-73.1563924,-8.7130139
-73.1561775,-8.7137657
-73.1562312,-8.7145177
-73.1561239,-8.7151086
-73.1558016,-8.7157531
-73.1551571,-8.7167735
-73.1544052,-8.7178477
-73.1533846,-8.7188682
-73.1515586,-8.721124
-73.150753,-8.7231112
-73.1501621,-8.7248299
-73.1497862,-8.7252595
-73.1492491,-8.7255281
-73.147799,-8.7256892
-73.1468859,-8.7256892
-73.1454357,-8.725904
-73.1449524,-8.7261726
-73.1442005,-8.7267097
-73.1435022,-8.7270856
-73.1429651,-8.7278376
-73.141891,-8.7295562
-73.1411476,-8.7309426
-73.1399087,-8.7328761
-73.1391535,-8.7339335
-73.1377404,-8.7360899
-73.136544,-8.7382537
-73.1359775,-8.7391222
-73.1357132,-8.7398399
-73.1355244,-8.7406705
-73.1355244,-8.7416147
-73.1355997,-8.7421056
-73.1357887,-8.7429365
-73.1359775,-8.7434274
-73.1364685,-8.7441826
-73.1369594,-8.7447491
-73.1377902,-8.7454665
-73.1385077,-8.7459954
-73.139263,-8.746675
-73.1397917,-8.7473171
-73.1401741,-8.7476759
-73.1403156,-8.7483839
-73.1405045,-8.7489975
-73.1405517,-8.7496112
-73.1402685,-8.7514522
-73.1398909,-8.752538
-73.13923,-8.7537652
-73.1386164,-8.7547094
-73.1378139,-8.7557007
-73.1370114,-8.7565976
-73.1363976,-8.7574472
-73.1357369,-8.7581081
-73.1353591,-8.7585802
-73.1350287,-8.759241
-73.1347927,-8.7598547
-73.1346687,-8.7603857
-73.1345626,-8.761625
-73.1347042,-8.762156
-73.1353769,-8.7633597
-73.1355185,-8.7638907
-73.1354831,-8.7643866
-73.1354122,-8.7650591
-73.1351645,-8.7655194
-73.1348812,-8.7662629
-73.1346332,-8.7667231
-73.1341377,-8.7673604
-73.1323321,-8.7687057
-73.1317304,-8.7690244
-73.1310576,-8.7692721
-73.1304954,-8.7695376
-73.1291029,-8.7706137
-73.12828,-8.7716899
-73.1275837,-8.7725127
-73.1266342,-8.7730191
-73.1256847,-8.7734621
-73.1241021,-8.774475
-73.1225199,-8.7751712
-73.1216336,-8.7756776
-73.1209374,-8.776184
-73.1199246,-8.7771335
-73.1192787,-8.7779156
-73.1184946,-8.7790171
-73.1174864,-8.7802681
-73.1171131,-8.7808281
-73.1164782,-8.7822657
-73.1161235,-8.7827885
-73.1151526,-8.7837594
-73.114854,-8.7840954
-73.1146485,-8.7844127
-73.1144059,-8.7849729
-73.1142565,-8.7855144
-73.1142309,-8.7897057
-73.1141141,-8.7904525
-73.1137874,-8.7916661
-73.1136474,-8.7926929
-73.1136474,-8.7944432
-73.1138341,-8.7955401
-73.1139741,-8.7959601
-73.1140441,-8.7964036
-73.1140556,-8.7981261
-73.1140441,-8.7992041
-73.1139041,-8.8000209
-73.1137641,-8.800371
-73.113064,-8.8013745
-73.1125505,-8.8019579
-73.1118737,-8.802308
-73.1109636,-8.8029614
-73.1102635,-8.8038716
-73.1101701,-8.804455
-73.1101935,-8.8048051
-73.1104735,-8.8054585
-73.112317,-8.8080722
-73.1124339,-8.808329
-73.1126906,-8.8094259
-73.1127606,-8.8107095
-73.1127606,-8.811993
-73.1127137,-8.8122499
-73.1124339,-8.8130432
-73.1122005,-8.8135332
-73.1121305,-8.8138366
-73.1119671,-8.8142334
-73.1117571,-8.8150969
-73.1117337,-8.816077
-73.1118271,-8.8167071
-73.1120137,-8.8171272
-73.1122239,-8.8178507
-73.1122239,-8.8184107
-73.1120137,-8.8192976
-73.1116637,-8.8197644
-73.1097967,-8.8214214
-73.1090966,-8.8219347
-73.1086299,-8.8223549
-73.1080697,-8.8226815
-73.1076497,-8.8227982
-73.1068329,-8.8229382
-73.1064127,-8.8228684
-73.1061094,-8.8226815
-73.105946,-8.8226349
-73.1056426,-8.8226582
-73.105386,-8.8227282
-73.1051292,-8.822985
-73.1046159,-8.8237782
-73.1044757,-8.8242451
-73.1044057,-8.8257154
-73.1044291,-8.8261355
-73.1042424,-8.8266022
-73.1038924,-8.8269522
-73.1010685,-8.8285859
-73.0992482,-8.8297061
-73.0989915,-8.8298695
-73.0986181,-8.8302195
-73.098408,-8.8304996
-73.0981514,-8.8310364
-73.0980346,-8.8315731
-73.0983614,-8.8328332
-73.0983614,-8.8330667
-73.0982912,-8.8332767
-73.0977312,-8.8343036
-73.0967511,-8.8355639
-73.0964477,-8.8359372
-73.0957942,-8.836404
-73.0952341,-8.8366372
-73.0943474,-8.8367307
-73.0922936,-8.836684
-73.0908,-8.8367307
-73.0904966,-8.836824
-73.0898665,-8.8371507
-73.0886996,-8.8375709
-73.0879529,-8.8377342
-73.0874395,-8.8378976
-73.0870427,-8.8381076
-73.0865992,-8.8385276
-73.0858759,-8.8394379
-73.085199,-8.8399746
-73.0837755,-8.840418
-73.0832854,-8.8406047
-73.0827486,-8.8409081
-73.0821185,-8.8411415
-73.0815817,-8.8412815
-73.0789912,-8.8412815
-73.0786412,-8.8413281
-73.0783379,-8.8414682
-73.0781045,-8.8416316
-73.0778711,-8.8419116
-73.0775444,-8.8425651
-73.0774744,-8.8428685
-73.0774044,-8.8435686
-73.0774277,-8.8441754
-73.0782679,-8.8451089
-73.079108,-8.8459256
-73.0793647,-8.8463459
-73.0799246,-8.8476525
-73.0800181,-8.8482594
-73.0798781,-8.8494262
-73.0798781,-8.8501964
-73.0800881,-8.8507565
-73.0806482,-8.85162
-73.081045,-8.8523435
-73.0810684,-8.8527869
-73.0809984,-8.8529969
-73.0808116,-8.853277
-73.0803214,-8.8536504
-73.0796914,-8.8542337
-73.0793414,-8.8547472
-73.0792246,-8.8550272
-73.079178,-8.8559374
-73.0793414,-8.8566609
-73.0794347,-8.8574777
-73.0799481,-8.8586912
-73.0801349,-8.859438
-73.0801581,-8.8598115
-73.0800415,-8.8603249
-73.0798547,-8.8606516
-73.079038,-8.8612116
-73.0787579,-8.8613284
-73.0777777,-8.8614684
-73.0751406,-8.8613284
-73.0740204,-8.8613517
-73.0726435,-8.8614684
-73.0719434,-8.8616551
-73.07164,-8.8618184
-73.0712666,-8.8621451
-73.0710799,-8.8624252
-73.0709865,-8.863242
-73.0709865,-8.8638021
-73.0711032,-8.8644089
-73.0715,-8.8653657
-73.0719667,-8.8660892
-73.0721767,-8.8667426
-73.0722235,-8.8672327
-73.0720601,-8.8698465
-73.0717567,-8.87064
-73.0717334,-8.8714335
-73.0718267,-8.8719936
-73.0717567,-8.872367
-73.07143,-8.8729504
-73.0709399,-8.8733939
-73.0703797,-8.874094
-73.0701464,-8.8744907
-73.0700297,-8.8748641
-73.0700297,-8.8755642
-73.0701231,-8.876171
-73.0702631,-8.8766379
-73.0702864,-8.8769177
-73.0702864,-8.8777812
-73.0701464,-8.8783647
-73.0687229,-8.880115
-73.0675792,-8.8810719
-73.0672992,-8.8812585
-73.0669025,-8.881702
-73.0667391,-8.8820287
-73.0665057,-8.8832656
-73.0663657,-8.883569
-73.0659924,-8.884059
-73.0656656,-8.8842691
-73.0651055,-8.8844791
-73.0649421,-8.8846425
-73.0645922,-8.8852959
-73.0645687,-8.8859727
-73.0647555,-8.8881197
-73.0647321,-8.888563
-73.0645922,-8.8891001
-73.0644754,-8.8898701
-73.064102,-8.8913404
-73.063892,-8.8917137
-73.0630519,-8.892764
-73.0620482,-8.8942107
-73.0614279,-8.8946326
-73.0596611,-8.8954259
-73.0591022,-8.8959127
-73.058904,-8.8967419
-73.058904,-8.8973187
-73.0591204,-8.8977875
-73.0600217,-8.8992837
-73.0601119,-8.8995
-73.0604002,-8.9005096
-73.0604364,-8.9010325
-73.0603821,-8.9016094
-73.0602021,-8.9018617
-73.0596071,-8.9030876
-73.059571,-8.9036825
-73.0594266,-8.9044577
-73.0590121,-8.9056115
-73.058886,-8.9057737
-73.0583812,-8.9060261
-73.0578404,-8.9061884
-73.0554026,-8.9067436
-73.0534129,-8.9073521
-73.0525414,-8.9079605
-73.0513902,-8.9089636
-73.0496965,-8.9113151
-73.0493066,-8.9116601
-73.0480685,-8.9123182
-73.0448274,-8.9133494
-73.043527,-8.9140379
-73.041946,-8.9147774
-73.0388606,-8.9157719
-73.0371014,-8.9161797
-73.0335569,-8.9164602
-73.0313894,-8.9164857
-73.0303694,-8.9164602
-73.0290945,-8.9163582
-73.0265701,-8.9160012
-73.0231277,-8.9148029
-73.0224137,-8.9143694
-73.0218527,-8.9138849
-73.0214449,-8.9134514
-73.0211411,-8.9130769
-73.020467,-8.9119294
-73.0201227,-8.9115707
-73.0197642,-8.9113556
-73.0195204,-8.9112982
-73.0192765,-8.9112982
-73.0190041,-8.9113844
-73.0182725,-8.9119724
-73.0169242,-8.9122306
-73.0159364,-8.9126395
-73.0153089,-8.9130696
-73.0145557,-8.9138944
-73.0130139,-8.9158845
-73.0128167,-8.9162072
-73.0124222,-8.9171934
-73.012225,-8.9174622
-73.0115257,-8.9181795
-73.0110955,-8.918538
-73.0105397,-8.9186456
-73.0100197,-8.9185919
-73.0096431,-8.9184664
-73.0084779,-8.9176954
-73.0080475,-8.9175517
-73.0069719,-8.9172112
-73.006434,-8.9170857
-73.0048382,-8.9169424
-73.0012704,-8.9169065
-73.0009117,-8.9169424
-73.0004277,-8.9170679
-72.9993066,-8.9177811
-72.9983749,-8.9191504
-72.9931329,-8.928877
-72.9916231,-8.9311641
-72.9874414,-8.9358419
-72.9856954,-8.9386992
-72.9842911,-8.9429316
-72.9826905,-8.9507056
-72.982198,-8.95233
-72.9814794,-8.9536825
-72.9808876,-8.9545701
-72.980296,-8.9555845
-72.9784362,-8.9574865
-72.977744,-8.9582617
-72.9770507,-8.9596406
-72.976848,-8.9605211
-72.9767619,-8.961253
-72.9767619,-8.9636207
-72.976805,-8.964697
-72.9767189,-8.965558
-72.9764606,-8.9666342
-72.9760731,-8.9675814
-72.9756426,-8.9682702
-72.9751691,-8.968916
-72.9737484,-8.9705949
-72.9730596,-8.971542
-72.9721986,-8.9726182
